   NID    (HEX)    NODENAME     TYPE    STATUS        MODE
   793    0x319  c4-0c0s6n1  compute        up       batch
   794    0x31a  c4-0c0s6n2  compute        up       batch
   795    0x31b  c4-0c0s6n3  compute        up       batch
   796    0x31c  c4-0c0s7n0  compute        up       batch
   797    0x31d  c4-0c0s7n1  compute        up       batch
   798    0x31e  c4-0c0s7n2  compute        up       batch
   799    0x31f  c4-0c0s7n3  compute        up       batch
   800    0x320  c4-0c0s8n0  compute        up       batch
   801    0x321  c4-0c0s8n1  compute        up       batch
   802    0x322  c4-0c0s8n2  compute        up       batch
   803    0x323  c4-0c0s8n3  compute        up       batch
   804    0x324  c4-0c0s9n0  compute        up       batch
   805    0x325  c4-0c0s9n1  compute        up       batch
   806    0x326  c4-0c0s9n2  compute        up       batch
   807    0x327  c4-0c0s9n3  compute        up       batch
   808    0x328 c4-0c0s10n0  compute        up       batch
   809    0x329 c4-0c0s10n1  compute        up       batch
   810    0x32a c4-0c0s10n2  compute        up       batch
   811    0x32b c4-0c0s10n3  compute        up       batch
   812    0x32c c4-0c0s11n0  compute        up       batch
   813    0x32d c4-0c0s11n1  compute        up       batch
   814    0x32e c4-0c0s11n2  compute        up       batch
   815    0x32f c4-0c0s11n3  compute        up       batch
   816    0x330 c4-0c0s12n0  service        up       batch
   817    0x331 c4-0c0s12n1  service        up       batch
   818    0x332 c4-0c0s12n2  service        up       batch
   819    0x333 c4-0c0s12n3  service        up       batch
   820    0x334 c4-0c0s13n0  compute        up       batch
   821    0x335 c4-0c0s13n1  compute        up       batch
   822    0x336 c4-0c0s13n2  compute        up       batch
   823    0x337 c4-0c0s13n3  compute        up       batch
   824    0x338 c4-0c0s14n0  compute        up       batch
   825    0x339 c4-0c0s14n1  compute        up       batch
   826    0x33a c4-0c0s14n2  compute        up       batch
   827    0x33b c4-0c0s14n3  compute        up       batch
   828    0x33c c4-0c0s15n0  compute        up       batch
   829    0x33d c4-0c0s15n1  compute        up       batch
   830    0x33e c4-0c0s15n2  compute        up       batch
   831    0x33f c4-0c0s15n3  compute        up       batch
   832    0x340  c4-0c1s0n0  compute        up       batch
   833    0x341  c4-0c1s0n1  compute        up       batch
   834    0x342  c4-0c1s0n2  compute        up       batch
   835    0x343  c4-0c1s0n3  compute        up       batch
   836    0x344  c4-0c1s1n0  compute        up       batch
   837    0x345  c4-0c1s1n1  compute        up       batch
   838    0x346  c4-0c1s1n2  compute        up       batch
   839    0x347  c4-0c1s1n3  compute        up       batch
   840    0x348  c4-0c1s2n0  compute        up       batch
   841    0x349  c4-0c1s2n1  compute        up       batch
   842    0x34a  c4-0c1s2n2  compute        up       batch
   843    0x34b  c4-0c1s2n3  compute        up       batch
   845    0x34d  c4-0c1s3n1  service        up       batch
   846    0x34e  c4-0c1s3n2  service        up       batch
   849    0x351  c4-0c1s4n1  service        up       batch
   850    0x352  c4-0c1s4n2  service        up       batch
   852    0x354  c4-0c1s5n0  compute        up       batch
   853    0x355  c4-0c1s5n1  compute        up       batch
   854    0x356  c4-0c1s5n2  compute        up       batch
   855    0x357  c4-0c1s5n3  compute        up       batch
   856    0x358  c4-0c1s6n0  compute        up       batch
   857    0x359  c4-0c1s6n1  compute        up       batch
   858    0x35a  c4-0c1s6n2  compute        up       batch
   859    0x35b  c4-0c1s6n3  compute        up       batch
   860    0x35c  c4-0c1s7n0  compute        up       batch
   861    0x35d  c4-0c1s7n1  compute        up       batch
   862    0x35e  c4-0c1s7n2  compute        up       batch
   863    0x35f  c4-0c1s7n3  compute        up       batch
   864    0x360  c4-0c1s8n0  compute        up       batch
   865    0x361  c4-0c1s8n1  compute        up       batch
   866    0x362  c4-0c1s8n2  compute        up       batch
   867    0x363  c4-0c1s8n3  compute        up       batch
   868    0x364  c4-0c1s9n0  compute        up       batch
   869    0x365  c4-0c1s9n1  compute        up       batch
   870    0x366  c4-0c1s9n2  compute        up       batch
   871    0x367  c4-0c1s9n3  compute        up       batch
   872    0x368 c4-0c1s10n0  compute        up       batch
   873    0x369 c4-0c1s10n1  compute        up       batch
   874    0x36a c4-0c1s10n2  compute        up       batch
   875    0x36b c4-0c1s10n3  compute        up       batch
   876    0x36c c4-0c1s11n0  compute        up       batch
   877    0x36d c4-0c1s11n1  compute        up       batch
   878    0x36e c4-0c1s11n2  compute        up       batch
   879    0x36f c4-0c1s11n3  compute        up       batch
   880    0x370 c4-0c1s12n0  compute        up       batch
   881    0x371 c4-0c1s12n1  compute        up       batch
   882    0x372 c4-0c1s12n2  compute        up       batch
   883    0x373 c4-0c1s12n3  compute        up       batch
   884    0x374 c4-0c1s13n0  compute        up       batch
   885    0x375 c4-0c1s13n1  compute        up       batch
   886    0x376 c4-0c1s13n2  compute        up       batch
   887    0x377 c4-0c1s13n3  compute        up       batch
   888    0x378 c4-0c1s14n0  compute        up       batch
   889    0x379 c4-0c1s14n1  compute        up       batch
   890    0x37a c4-0c1s14n2  compute        up       batch
   891    0x37b c4-0c1s14n3  compute        up       batch
   892    0x37c c4-0c1s15n0  compute        up       batch
   893    0x37d c4-0c1s15n1  compute        up       batch
   894    0x37e c4-0c1s15n2  compute        up       batch
   895    0x37f c4-0c1s15n3  compute        up       batch
   896    0x380  c4-0c2s0n0  compute        up       batch
   897    0x381  c4-0c2s0n1  compute        up       batch
   898    0x382  c4-0c2s0n2  compute        up       batch
   899    0x383  c4-0c2s0n3  compute        up       batch
   900    0x384  c4-0c2s1n0  compute        up       batch
   901    0x385  c4-0c2s1n1  compute        up       batch
   902    0x386  c4-0c2s1n2  compute        up       batch
   903    0x387  c4-0c2s1n3  compute        up       batch
   904    0x388  c4-0c2s2n0  compute        up       batch
   905    0x389  c4-0c2s2n1  compute        up       batch
   906    0x38a  c4-0c2s2n2  compute        up       batch
   907    0x38b  c4-0c2s2n3  compute        up       batch
   909    0x38d  c4-0c2s3n1  service        up       batch
   910    0x38e  c4-0c2s3n2  service        up       batch
   913    0x391  c4-0c2s4n1  service      down       batch
   914    0x392  c4-0c2s4n2  service        up       batch
   916    0x394  c4-0c2s5n0  compute        up       batch
   917    0x395  c4-0c2s5n1  compute        up       batch
   918    0x396  c4-0c2s5n2  compute        up       batch
   919    0x397  c4-0c2s5n3  compute        up       batch
   920    0x398  c4-0c2s6n0  compute        up       batch
   921    0x399  c4-0c2s6n1  compute        up       batch
   922    0x39a  c4-0c2s6n2  compute        up       batch
   923    0x39b  c4-0c2s6n3  compute        up       batch
   924    0x39c  c4-0c2s7n0  compute        up       batch
   925    0x39d  c4-0c2s7n1  compute        up       batch
   926    0x39e  c4-0c2s7n2  compute        up       batch
   927    0x39f  c4-0c2s7n3  compute        up       batch
   928    0x3a0  c4-0c2s8n0  compute        up       batch
   929    0x3a1  c4-0c2s8n1  compute        up       batch
   930    0x3a2  c4-0c2s8n2  compute        up       batch
   931    0x3a3  c4-0c2s8n3  compute        up       batch
   932    0x3a4  c4-0c2s9n0  compute        up       batch
   933    0x3a5  c4-0c2s9n1  compute        up       batch
   934    0x3a6  c4-0c2s9n2  compute        up       batch
   935    0x3a7  c4-0c2s9n3  compute        up       batch
   936    0x3a8 c4-0c2s10n0  compute        up       batch
   937    0x3a9 c4-0c2s10n1  compute        up       batch
   938    0x3aa c4-0c2s10n2  compute        up       batch
   939    0x3ab c4-0c2s10n3  compute        up       batch
   940    0x3ac c4-0c2s11n0  compute        up       batch
   941    0x3ad c4-0c2s11n1  compute        up       batch
   942    0x3ae c4-0c2s11n2  compute        up       batch
   943    0x3af c4-0c2s11n3  compute        up       batch
   944    0x3b0 c4-0c2s12n0  compute        up       batch
   945    0x3b1 c4-0c2s12n1  compute        up       batch
   946    0x3b2 c4-0c2s12n2  compute        up       batch
   947    0x3b3 c4-0c2s12n3  compute        up       batch
   948    0x3b4 c4-0c2s13n0  compute        up       batch
   949    0x3b5 c4-0c2s13n1  compute        up       batch
   950    0x3b6 c4-0c2s13n2  compute        up       batch
   951    0x3b7 c4-0c2s13n3  compute        up       batch
   952    0x3b8 c4-0c2s14n0  compute        up       batch
   953    0x3b9 c4-0c2s14n1  compute        up       batch
   954    0x3ba c4-0c2s14n2  compute        up       batch
   955    0x3bb c4-0c2s14n3  compute        up       batch
   956    0x3bc c4-0c2s15n0  compute        up       batch
   957    0x3bd c4-0c2s15n1  compute        up       batch
   958    0x3be c4-0c2s15n2  compute        up       batch
   959    0x3bf c4-0c2s15n3  compute        up       batch
   960    0x3c0  c5-0c0s0n0  compute        up       batch
   961    0x3c1  c5-0c0s0n1  compute        up       batch
   962    0x3c2  c5-0c0s0n2  compute        up       batch
   963    0x3c3  c5-0c0s0n3  compute        up       batch
   964    0x3c4  c5-0c0s1n0  compute        up       batch
   965    0x3c5  c5-0c0s1n1  compute        up       batch
   966    0x3c6  c5-0c0s1n2  compute        up       batch
   967    0x3c7  c5-0c0s1n3  compute        up       batch
   968    0x3c8  c5-0c0s2n0  compute        up       batch
   969    0x3c9  c5-0c0s2n1  compute        up       batch
   970    0x3ca  c5-0c0s2n2  compute        up       batch
   971    0x3cb  c5-0c0s2n3  compute        up       batch
   972    0x3cc  c5-0c0s3n0  compute        up       batch
   973    0x3cd  c5-0c0s3n1  compute        up       batch
   974    0x3ce  c5-0c0s3n2  compute        up       batch
   975    0x3cf  c5-0c0s3n3  compute        up       batch
   976    0x3d0  c5-0c0s4n0  compute        up       batch
   977    0x3d1  c5-0c0s4n1  compute        up       batch
   978    0x3d2  c5-0c0s4n2  compute        up       batch
   979    0x3d3  c5-0c0s4n3  compute        up       batch
   980    0x3d4  c5-0c0s5n0  compute        up       batch
   981    0x3d5  c5-0c0s5n1  compute        up       batch
   982    0x3d6  c5-0c0s5n2  compute        up       batch
   983    0x3d7  c5-0c0s5n3  compute        up       batch
   984    0x3d8  c5-0c0s6n0  compute        up       batch
   985    0x3d9  c5-0c0s6n1  compute        up       batch
   986    0x3da  c5-0c0s6n2  compute        up       batch
   987    0x3db  c5-0c0s6n3  compute        up       batch
   988    0x3dc  c5-0c0s7n0  compute        up       batch
   989    0x3dd  c5-0c0s7n1  compute        up       batch
   990    0x3de  c5-0c0s7n2  compute        up       batch
   991    0x3df  c5-0c0s7n3  compute        up       batch
   992    0x3e0  c5-0c0s8n0  compute        up       batch
   993    0x3e1  c5-0c0s8n1  compute        up       batch
   994    0x3e2  c5-0c0s8n2  compute        up       batch
   995    0x3e3  c5-0c0s8n3  compute        up       batch
   996    0x3e4  c5-0c0s9n0  compute        up       batch
   997    0x3e5  c5-0c0s9n1  compute        up       batch
   998    0x3e6  c5-0c0s9n2  compute        up       batch
   999    0x3e7  c5-0c0s9n3  compute        up       batch
  1000    0x3e8 c5-0c0s10n0  compute        up       batch
  1001    0x3e9 c5-0c0s10n1  compute        up       batch
  1002    0x3ea c5-0c0s10n2  compute        up       batch
  1003    0x3eb c5-0c0s10n3  compute        up       batch
  1004    0x3ec c5-0c0s11n0  compute        up       batch
  1005    0x3ed c5-0c0s11n1  compute        up       batch
  1006    0x3ee c5-0c0s11n2  compute        up       batch
  1007    0x3ef c5-0c0s11n3  compute        up       batch
  1008    0x3f0 c5-0c0s12n0  compute        up       batch
  1009    0x3f1 c5-0c0s12n1  compute        up       batch
  1010    0x3f2 c5-0c0s12n2  compute        up       batch
  1011    0x3f3 c5-0c0s12n3  compute        up       batch
  1012    0x3f4 c5-0c0s13n0  compute        up       batch
  1013    0x3f5 c5-0c0s13n1  compute        up       batch
  1014    0x3f6 c5-0c0s13n2  compute        up       batch
  1015    0x3f7 c5-0c0s13n3  compute        up       batch
  1016    0x3f8 c5-0c0s14n0  compute        up       batch
  1017    0x3f9 c5-0c0s14n1  compute        up       batch
  1018    0x3fa c5-0c0s14n2  compute        up       batch
  1019    0x3fb c5-0c0s14n3  compute        up       batch
  1020    0x3fc c5-0c0s15n0  compute        up       batch
  1021    0x3fd c5-0c0s15n1  compute        up       batch
  1022    0x3fe c5-0c0s15n2  compute        up       batch
  1023    0x3ff c5-0c0s15n3  compute        up       batch
  1024    0x400  c5-0c1s0n0  compute        up       batch
  1025    0x401  c5-0c1s0n1  compute        up       batch
  1026    0x402  c5-0c1s0n2  compute        up       batch
  1027    0x403  c5-0c1s0n3  compute        up       batch
  1028    0x404  c5-0c1s1n0  compute        up       batch
  1029    0x405  c5-0c1s1n1  compute        up       batch
  1030    0x406  c5-0c1s1n2  compute        up       batch
  1031    0x407  c5-0c1s1n3  compute        up       batch
  1032    0x408  c5-0c1s2n0  compute        up       batch
  1033    0x409  c5-0c1s2n1  compute        up       batch
  1034    0x40a  c5-0c1s2n2  compute        up       batch
  1035    0x40b  c5-0c1s2n3  compute        up       batch
  1036    0x40c  c5-0c1s3n0  compute        up       batch
  1037    0x40d  c5-0c1s3n1  compute        up       batch
  1038    0x40e  c5-0c1s3n2  compute        up       batch
  1039    0x40f  c5-0c1s3n3  compute        up       batch
  1040    0x410  c5-0c1s4n0  compute        up       batch
  1041    0x411  c5-0c1s4n1  compute        up       batch
  1042    0x412  c5-0c1s4n2  compute        up       batch
  1043    0x413  c5-0c1s4n3  compute        up       batch
  1044    0x414  c5-0c1s5n0  compute        up       batch
  1045    0x415  c5-0c1s5n1  compute        up       batch
  1046    0x416  c5-0c1s5n2  compute        up       batch
  1047    0x417  c5-0c1s5n3  compute        up       batch
  1048    0x418  c5-0c1s6n0  compute        up       batch
  1049    0x419  c5-0c1s6n1  compute        up       batch
  1050    0x41a  c5-0c1s6n2  compute        up       batch
  1051    0x41b  c5-0c1s6n3  compute        up       batch
  1052    0x41c  c5-0c1s7n0  compute        up       batch
  1053    0x41d  c5-0c1s7n1  compute        up       batch
  1054    0x41e  c5-0c1s7n2  compute        up       batch
  1055    0x41f  c5-0c1s7n3  compute        up       batch
  1056    0x420  c5-0c1s8n0  compute        up       batch
  1057    0x421  c5-0c1s8n1  compute        up       batch
  1058    0x422  c5-0c1s8n2  compute        up       batch
  1059    0x423  c5-0c1s8n3  compute        up       batch
  1060    0x424  c5-0c1s9n0  compute        up       batch
  1061    0x425  c5-0c1s9n1  compute        up       batch
  1062    0x426  c5-0c1s9n2  compute        up       batch
  1063    0x427  c5-0c1s9n3  compute        up       batch
  1064    0x428 c5-0c1s10n0  compute        up       batch
  1065    0x429 c5-0c1s10n1  compute        up       batch
  1066    0x42a c5-0c1s10n2  compute        up       batch
  1067    0x42b c5-0c1s10n3  compute        up       batch
  1068    0x42c c5-0c1s11n0  compute        up       batch
  1069    0x42d c5-0c1s11n1  compute        up       batch
  1070    0x42e c5-0c1s11n2  compute        up       batch
  1071    0x42f c5-0c1s11n3  compute        up       batch
  1072    0x430 c5-0c1s12n0  compute        up       batch
  1073    0x431 c5-0c1s12n1  compute        up       batch
  1074    0x432 c5-0c1s12n2  compute        up       batch
  1075    0x433 c5-0c1s12n3  compute        up       batch
  1076    0x434 c5-0c1s13n0  compute        up       batch
  1077    0x435 c5-0c1s13n1  compute        up       batch
  1078    0x436 c5-0c1s13n2  compute        up       batch
  1079    0x437 c5-0c1s13n3  compute        up       batch
  1080    0x438 c5-0c1s14n0  compute        up       batch
  1081    0x439 c5-0c1s14n1  compute        up       batch
  1082    0x43a c5-0c1s14n2  compute        up       batch
  1083    0x43b c5-0c1s14n3  compute        up       batch
  1084    0x43c c5-0c1s15n0  compute        up       batch
  1085    0x43d c5-0c1s15n1  compute        up       batch
  1086    0x43e c5-0c1s15n2  compute        up       batch
  1087    0x43f c5-0c1s15n3  compute        up       batch
  1088    0x440  c5-0c2s0n0  compute        up       batch
  1089    0x441  c5-0c2s0n1  compute        up       batch
  1090    0x442  c5-0c2s0n2  compute        up       batch
  1091    0x443  c5-0c2s0n3  compute        up       batch
  1092    0x444  c5-0c2s1n0  compute        up       batch
  1093    0x445  c5-0c2s1n1  compute        up       batch
  1094    0x446  c5-0c2s1n2  compute        up       batch
  1095    0x447  c5-0c2s1n3  compute        up       batch
  1096    0x448  c5-0c2s2n0  compute        up       batch
  1097    0x449  c5-0c2s2n1  compute        up       batch
  1098    0x44a  c5-0c2s2n2  compute        up       batch
  1099    0x44b  c5-0c2s2n3  compute        up       batch
  1100    0x44c  c5-0c2s3n0  compute        up       batch
  1101    0x44d  c5-0c2s3n1  compute        up       batch
  1102    0x44e  c5-0c2s3n2  compute        up       batch
  1103    0x44f  c5-0c2s3n3  compute        up       batch
  1104    0x450  c5-0c2s4n0  compute        up       batch
  1105    0x451  c5-0c2s4n1  compute        up       batch
  1106    0x452  c5-0c2s4n2  compute        up       batch
  1107    0x453  c5-0c2s4n3  compute        up       batch
  1108    0x454  c5-0c2s5n0  compute        up       batch
  1109    0x455  c5-0c2s5n1  compute        up       batch
  1110    0x456  c5-0c2s5n2  compute        up       batch
  1111    0x457  c5-0c2s5n3  compute        up       batch
  1112    0x458  c5-0c2s6n0  compute        up       batch
  1113    0x459  c5-0c2s6n1  compute        up       batch
  1114    0x45a  c5-0c2s6n2  compute        up       batch
  1115    0x45b  c5-0c2s6n3  compute        up       batch
  1116    0x45c  c5-0c2s7n0  compute        up       batch
  1117    0x45d  c5-0c2s7n1  compute        up       batch
  1118    0x45e  c5-0c2s7n2  compute        up       batch
  1119    0x45f  c5-0c2s7n3  compute        up       batch
  1120    0x460  c5-0c2s8n0  compute        up       batch
  1121    0x461  c5-0c2s8n1  compute        up       batch
  1122    0x462  c5-0c2s8n2  compute        up       batch
  1123    0x463  c5-0c2s8n3  compute        up       batch
  1124    0x464  c5-0c2s9n0  compute        up       batch
  1125    0x465  c5-0c2s9n1  compute        up       batch
  1126    0x466  c5-0c2s9n2  compute        up       batch
  1127    0x467  c5-0c2s9n3  compute        up       batch
  1128    0x468 c5-0c2s10n0  compute        up       batch
  1129    0x469 c5-0c2s10n1  compute        up       batch
  1130    0x46a c5-0c2s10n2  compute        up       batch
  1131    0x46b c5-0c2s10n3  compute        up       batch
  1132    0x46c c5-0c2s11n0  compute        up       batch
  1133    0x46d c5-0c2s11n1  compute        up       batch
  1134    0x46e c5-0c2s11n2  compute        up       batch
  1135    0x46f c5-0c2s11n3  compute        up       batch
  1136    0x470 c5-0c2s12n0  compute        up       batch
  1137    0x471 c5-0c2s12n1  compute        up       batch
  1138    0x472 c5-0c2s12n2  compute        up       batch
  1139    0x473 c5-0c2s12n3  compute        up       batch
  1140    0x474 c5-0c2s13n0  compute        up       batch
  1141    0x475 c5-0c2s13n1  compute        up       batch
  1142    0x476 c5-0c2s13n2  compute        up       batch
  1143    0x477 c5-0c2s13n3  compute        up       batch
  1144    0x478 c5-0c2s14n0  compute        up       batch
  1145    0x479 c5-0c2s14n1  compute        up       batch
  1146    0x47a c5-0c2s14n2  compute        up       batch
  1147    0x47b c5-0c2s14n3  compute        up       batch
  1148    0x47c c5-0c2s15n0  compute        up       batch
  1149    0x47d c5-0c2s15n1  compute        up       batch
  1150    0x47e c5-0c2s15n2  compute        up       batch
  1151    0x47f c5-0c2s15n3  compute        up       batch
  1152    0x480  c6-0c0s0n0  compute        up       batch
  1153    0x481  c6-0c0s0n1  compute        up       batch
  1154    0x482  c6-0c0s0n2  compute        up       batch
  1155    0x483  c6-0c0s0n3  compute        up       batch
  1156    0x484  c6-0c0s1n0  compute        up       batch
  1157    0x485  c6-0c0s1n1  compute        up       batch
  1158    0x486  c6-0c0s1n2  compute        up       batch
  1159    0x487  c6-0c0s1n3  compute        up       batch
  1160    0x488  c6-0c0s2n0  compute        up       batch
  1161    0x489  c6-0c0s2n1  compute        up       batch
  1162    0x48a  c6-0c0s2n2  compute        up       batch
  1163    0x48b  c6-0c0s2n3  compute        up       batch
  1165    0x48d  c6-0c0s3n1  service        up       batch
  1166    0x48e  c6-0c0s3n2  service        up       batch
  1169    0x491  c6-0c0s4n1  service        up       batch
  1170    0x492  c6-0c0s4n2  service        up       batch
  1172    0x494  c6-0c0s5n0  compute        up       batch
  1173    0x495  c6-0c0s5n1  compute        up       batch
  1174    0x496  c6-0c0s5n2  compute        up       batch
  1175    0x497  c6-0c0s5n3  compute        up       batch
  1176    0x498  c6-0c0s6n0  compute        up       batch
  1177    0x499  c6-0c0s6n1  compute        up       batch
  1178    0x49a  c6-0c0s6n2  compute        up       batch
  1179    0x49b  c6-0c0s6n3  compute        up       batch
  1180    0x49c  c6-0c0s7n0  compute        up       batch
  1181    0x49d  c6-0c0s7n1  compute        up       batch
  1182    0x49e  c6-0c0s7n2  compute        up       batch
  1183    0x49f  c6-0c0s7n3  compute        up       batch
  1184    0x4a0  c6-0c0s8n0  compute        up       batch
  1185    0x4a1  c6-0c0s8n1  compute        up       batch
  1186    0x4a2  c6-0c0s8n2  compute        up       batch
  1187    0x4a3  c6-0c0s8n3  compute        up       batch
  1188    0x4a4  c6-0c0s9n0  compute        up       batch
  1189    0x4a5  c6-0c0s9n1  compute        up       batch
  1190    0x4a6  c6-0c0s9n2  compute        up       batch
  1191    0x4a7  c6-0c0s9n3  compute        up       batch
  1192    0x4a8 c6-0c0s10n0  compute        up       batch
  1193    0x4a9 c6-0c0s10n1  compute        up       batch
  1194    0x4aa c6-0c0s10n2  compute        up       batch
  1195    0x4ab c6-0c0s10n3  compute        up       batch
  1196    0x4ac c6-0c0s11n0  compute        up       batch
  1197    0x4ad c6-0c0s11n1  compute        up       batch
  1198    0x4ae c6-0c0s11n2  compute        up       batch
  1199    0x4af c6-0c0s11n3  compute        up       batch
  1200    0x4b0 c6-0c0s12n0  compute        up       batch
  1201    0x4b1 c6-0c0s12n1  compute        up       batch
  1202    0x4b2 c6-0c0s12n2  compute        up       batch
  1203    0x4b3 c6-0c0s12n3  compute        up       batch
  1204    0x4b4 c6-0c0s13n0  compute        up       batch
  1205    0x4b5 c6-0c0s13n1  compute        up       batch
  1206    0x4b6 c6-0c0s13n2  compute        up       batch
  1207    0x4b7 c6-0c0s13n3  compute        up       batch
  1208    0x4b8 c6-0c0s14n0  compute        up       batch
  1209    0x4b9 c6-0c0s14n1  compute        up       batch
  1210    0x4ba c6-0c0s14n2  compute        up       batch
  1211    0x4bb c6-0c0s14n3  compute        up       batch
  1212    0x4bc c6-0c0s15n0  compute        up       batch
  1213    0x4bd c6-0c0s15n1  compute        up       batch
  1214    0x4be c6-0c0s15n2  compute        up       batch
  1215    0x4bf c6-0c0s15n3  compute        up       batch
  1216    0x4c0  c6-0c1s0n0  compute        up       batch
  1217    0x4c1  c6-0c1s0n1  compute        up       batch
  1218    0x4c2  c6-0c1s0n2  compute        up       batch
  1219    0x4c3  c6-0c1s0n3  compute        up       batch
  1220    0x4c4  c6-0c1s1n0  compute        up       batch
  1221    0x4c5  c6-0c1s1n1  compute        up       batch
  1222    0x4c6  c6-0c1s1n2  compute        up       batch
  1223    0x4c7  c6-0c1s1n3  compute        up       batch
  1224    0x4c8  c6-0c1s2n0  compute        up       batch
  1225    0x4c9  c6-0c1s2n1  compute        up       batch
  1226    0x4ca  c6-0c1s2n2  compute        up       batch
  1227    0x4cb  c6-0c1s2n3  compute        up       batch
  1229    0x4cd  c6-0c1s3n1  service        up       batch
  1230    0x4ce  c6-0c1s3n2  service        up       batch
  1233    0x4d1  c6-0c1s4n1  service        up       batch
  1234    0x4d2  c6-0c1s4n2  service        up       batch
  1236    0x4d4  c6-0c1s5n0  compute        up       batch
  1237    0x4d5  c6-0c1s5n1  compute        up       batch
  1238    0x4d6  c6-0c1s5n2  compute        up       batch
  1239    0x4d7  c6-0c1s5n3  compute        up       batch
  1240    0x4d8  c6-0c1s6n0  compute        up       batch
  1241    0x4d9  c6-0c1s6n1  compute        up       batch
  1242    0x4da  c6-0c1s6n2  compute        up       batch
  1243    0x4db  c6-0c1s6n3  compute        up       batch
  1244    0x4dc  c6-0c1s7n0  compute        up       batch
  1245    0x4dd  c6-0c1s7n1  compute        up       batch
  1246    0x4de  c6-0c1s7n2  compute        up       batch
  1247    0x4df  c6-0c1s7n3  compute        up       batch
  1248    0x4e0  c6-0c1s8n0  compute        up       batch
  1249    0x4e1  c6-0c1s8n1  compute        up       batch
  1250    0x4e2  c6-0c1s8n2  compute        up       batch
  1251    0x4e3  c6-0c1s8n3  compute        up       batch
  1252    0x4e4  c6-0c1s9n0  compute        up       batch
  1253    0x4e5  c6-0c1s9n1  compute        up       batch
  1254    0x4e6  c6-0c1s9n2  compute        up       batch
  1255    0x4e7  c6-0c1s9n3  compute        up       batch
  1256    0x4e8 c6-0c1s10n0  compute        up       batch
  1257    0x4e9 c6-0c1s10n1  compute        up       batch
  1258    0x4ea c6-0c1s10n2  compute        up       batch
  1259    0x4eb c6-0c1s10n3  compute        up       batch
  1260    0x4ec c6-0c1s11n0  compute        up       batch
  1261    0x4ed c6-0c1s11n1  compute        up       batch
  1262    0x4ee c6-0c1s11n2  compute        up       batch
  1263    0x4ef c6-0c1s11n3  compute        up       batch
  1264    0x4f0 c6-0c1s12n0  compute        up       batch
  1265    0x4f1 c6-0c1s12n1  compute        up       batch
  1266    0x4f2 c6-0c1s12n2  compute        up       batch
  1267    0x4f3 c6-0c1s12n3  compute        up       batch
  1268    0x4f4 c6-0c1s13n0  compute        up       batch
  1269    0x4f5 c6-0c1s13n1  compute        up       batch
  1270    0x4f6 c6-0c1s13n2  compute        up       batch
  1271    0x4f7 c6-0c1s13n3  compute        up       batch
  1272    0x4f8 c6-0c1s14n0  compute        up       batch
  1273    0x4f9 c6-0c1s14n1  compute        up       batch
  1274    0x4fa c6-0c1s14n2  compute        up       batch
  1275    0x4fb c6-0c1s14n3  compute        up       batch
  1276    0x4fc c6-0c1s15n0  compute        up       batch
  1277    0x4fd c6-0c1s15n1  compute        up       batch
  1278    0x4fe c6-0c1s15n2  compute        up       batch
  1279    0x4ff c6-0c1s15n3  compute        up       batch
  1280    0x500  c6-0c2s0n0  compute        up       batch
  1281    0x501  c6-0c2s0n1  compute        up       batch
  1282    0x502  c6-0c2s0n2  compute        up       batch
  1283    0x503  c6-0c2s0n3  compute        up       batch
  1284    0x504  c6-0c2s1n0  compute        up       batch
  1285    0x505  c6-0c2s1n1  compute        up       batch
  1286    0x506  c6-0c2s1n2  compute        up       batch
  1287    0x507  c6-0c2s1n3  compute        up       batch
  1288    0x508  c6-0c2s2n0  compute        up       batch
  1289    0x509  c6-0c2s2n1  compute        up       batch
  1290    0x50a  c6-0c2s2n2  compute        up       batch
  1291    0x50b  c6-0c2s2n3  compute        up       batch
  1293    0x50d  c6-0c2s3n1  service        up       batch
  1294    0x50e  c6-0c2s3n2  service        up       batch
  1297    0x511  c6-0c2s4n1  service      down       batch
  1298    0x512  c6-0c2s4n2  service        up       batch
  1300    0x514  c6-0c2s5n0  compute        up       batch
  1301    0x515  c6-0c2s5n1  compute        up       batch
  1302    0x516  c6-0c2s5n2  compute        up       batch
  1303    0x517  c6-0c2s5n3  compute        up       batch
  1304    0x518  c6-0c2s6n0  compute        up       batch
  1305    0x519  c6-0c2s6n1  compute        up       batch
  1306    0x51a  c6-0c2s6n2  compute        up       batch
  1307    0x51b  c6-0c2s6n3  compute        up       batch
  1308    0x51c  c6-0c2s7n0  compute        up       batch
  1309    0x51d  c6-0c2s7n1  compute        up       batch
  1310    0x51e  c6-0c2s7n2  compute        up       batch
  1311    0x51f  c6-0c2s7n3  compute        up       batch
  1312    0x520  c6-0c2s8n0  compute        up       batch
  1313    0x521  c6-0c2s8n1  compute        up       batch
  1314    0x522  c6-0c2s8n2  compute        up       batch
  1315    0x523  c6-0c2s8n3  compute        up       batch
  1316    0x524  c6-0c2s9n0  compute        up       batch
  1317    0x525  c6-0c2s9n1  compute        up       batch
  1318    0x526  c6-0c2s9n2  compute        up       batch
  1319    0x527  c6-0c2s9n3  compute        up       batch
  1320    0x528 c6-0c2s10n0  compute        up       batch
  1321    0x529 c6-0c2s10n1  compute        up       batch
  1322    0x52a c6-0c2s10n2  compute        up       batch
  1323    0x52b c6-0c2s10n3  compute        up       batch
