   NID    (HEX)    NODENAME     TYPE    STATUS        MODE
  1769    0x6e9 c9-0c0s10n1  compute        up       batch
  1770    0x6ea c9-0c0s10n2  compute        up       batch
  1771    0x6eb c9-0c0s10n3  compute        up       batch
  1772    0x6ec c9-0c0s11n0  compute        up       batch
  1773    0x6ed c9-0c0s11n1  compute        up       batch
  1774    0x6ee c9-0c0s11n2  compute        up       batch
  1775    0x6ef c9-0c0s11n3  compute        up       batch
  1776    0x6f0 c9-0c0s12n0  compute        up       batch
  1777    0x6f1 c9-0c0s12n1  compute        up       batch
  1778    0x6f2 c9-0c0s12n2  compute        up       batch
  1779    0x6f3 c9-0c0s12n3  compute        up       batch
  1780    0x6f4 c9-0c0s13n0  compute        up       batch
  1781    0x6f5 c9-0c0s13n1  compute        up       batch
  1782    0x6f6 c9-0c0s13n2  compute        up       batch
  1783    0x6f7 c9-0c0s13n3  compute        up       batch
  1784    0x6f8 c9-0c0s14n0  compute        up       batch
  1785    0x6f9 c9-0c0s14n1  compute        up       batch
  1786    0x6fa c9-0c0s14n2  compute        up       batch
  1787    0x6fb c9-0c0s14n3  compute        up       batch
  1788    0x6fc c9-0c0s15n0  compute        up       batch
  1789    0x6fd c9-0c0s15n1  compute        up       batch
  1790    0x6fe c9-0c0s15n2  compute        up       batch
  1791    0x6ff c9-0c0s15n3  compute        up       batch
  1792    0x700  c9-0c1s0n0  compute        up       batch
  1793    0x701  c9-0c1s0n1  compute        up       batch
  1794    0x702  c9-0c1s0n2  compute        up       batch
  1795    0x703  c9-0c1s0n3  compute        up       batch
  1796    0x704  c9-0c1s1n0  compute        up       batch
  1797    0x705  c9-0c1s1n1  compute        up       batch
  1798    0x706  c9-0c1s1n2  compute        up       batch
  1799    0x707  c9-0c1s1n3  compute        up       batch
  1800    0x708  c9-0c1s2n0  compute        up       batch
  1801    0x709  c9-0c1s2n1  compute        up       batch
  1802    0x70a  c9-0c1s2n2  compute        up       batch
  1803    0x70b  c9-0c1s2n3  compute        up       batch
  1804    0x70c  c9-0c1s3n0  compute        up       batch
  1805    0x70d  c9-0c1s3n1  compute        up       batch
  1806    0x70e  c9-0c1s3n2  compute        up       batch
  1807    0x70f  c9-0c1s3n3  compute        up       batch
  1808    0x710  c9-0c1s4n0  compute        up       batch
  1809    0x711  c9-0c1s4n1  compute        up       batch
  1810    0x712  c9-0c1s4n2  compute        up       batch
  1811    0x713  c9-0c1s4n3  compute        up       batch
  1812    0x714  c9-0c1s5n0  compute        up       batch
  1813    0x715  c9-0c1s5n1  compute        up       batch
  1814    0x716  c9-0c1s5n2  compute        up       batch
  1815    0x717  c9-0c1s5n3  compute        up       batch
  1816    0x718  c9-0c1s6n0  compute        up       batch
  1817    0x719  c9-0c1s6n1  compute        up       batch
  1818    0x71a  c9-0c1s6n2  compute        up       batch
  1819    0x71b  c9-0c1s6n3  compute        up       batch
  1820    0x71c  c9-0c1s7n0  compute        up       batch
  1821    0x71d  c9-0c1s7n1  compute        up       batch
  1822    0x71e  c9-0c1s7n2  compute        up       batch
  1823    0x71f  c9-0c1s7n3  compute        up       batch
  1824    0x720  c9-0c1s8n0  compute        up       batch
  1825    0x721  c9-0c1s8n1  compute        up       batch
  1826    0x722  c9-0c1s8n2  compute        up       batch
  1827    0x723  c9-0c1s8n3  compute        up       batch
  1828    0x724  c9-0c1s9n0  compute        up       batch
  1829    0x725  c9-0c1s9n1  compute        up       batch
  1830    0x726  c9-0c1s9n2  compute        up       batch
  1831    0x727  c9-0c1s9n3  compute        up       batch
  1832    0x728 c9-0c1s10n0  compute        up       batch
  1833    0x729 c9-0c1s10n1  compute        up       batch
  1834    0x72a c9-0c1s10n2  compute        up       batch
  1835    0x72b c9-0c1s10n3  compute        up       batch
  1836    0x72c c9-0c1s11n0  compute        up       batch
  1837    0x72d c9-0c1s11n1  compute        up       batch
  1838    0x72e c9-0c1s11n2  compute        up       batch
  1839    0x72f c9-0c1s11n3  compute        up       batch
  1840    0x730 c9-0c1s12n0  compute        up       batch
  1841    0x731 c9-0c1s12n1  compute        up       batch
  1842    0x732 c9-0c1s12n2  compute        up       batch
  1843    0x733 c9-0c1s12n3  compute        up       batch
  1844    0x734 c9-0c1s13n0  compute        up       batch
  1845    0x735 c9-0c1s13n1  compute        up       batch
  1846    0x736 c9-0c1s13n2  compute        up       batch
  1847    0x737 c9-0c1s13n3  compute        up       batch
  1848    0x738 c9-0c1s14n0  compute        up       batch
  1849    0x739 c9-0c1s14n1  compute        up       batch
  1850    0x73a c9-0c1s14n2  compute        up       batch
  1851    0x73b c9-0c1s14n3  compute        up       batch
  1852    0x73c c9-0c1s15n0  compute        up       batch
  1853    0x73d c9-0c1s15n1  compute        up       batch
  1854    0x73e c9-0c1s15n2  compute        up       batch
  1855    0x73f c9-0c1s15n3  compute        up       batch
  1856    0x740  c9-0c2s0n0  compute        up       batch
  1857    0x741  c9-0c2s0n1  compute        up       batch
  1858    0x742  c9-0c2s0n2  compute        up       batch
  1859    0x743  c9-0c2s0n3  compute        up       batch
  1860    0x744  c9-0c2s1n0  compute        up       batch
  1861    0x745  c9-0c2s1n1  compute        up       batch
  1862    0x746  c9-0c2s1n2  compute        up       batch
  1863    0x747  c9-0c2s1n3  compute        up       batch
  1864    0x748  c9-0c2s2n0  compute        up       batch
  1865    0x749  c9-0c2s2n1  compute        up       batch
  1866    0x74a  c9-0c2s2n2  compute        up       batch
  1867    0x74b  c9-0c2s2n3  compute        up       batch
  1868    0x74c  c9-0c2s3n0  compute        up       batch
  1869    0x74d  c9-0c2s3n1  compute        up       batch
  1870    0x74e  c9-0c2s3n2  compute        up       batch
  1871    0x74f  c9-0c2s3n3  compute        up       batch
  1872    0x750  c9-0c2s4n0  compute        up       batch
  1873    0x751  c9-0c2s4n1  compute        up       batch
  1874    0x752  c9-0c2s4n2  compute        up       batch
  1875    0x753  c9-0c2s4n3  compute        up       batch
  1876    0x754  c9-0c2s5n0  compute        up       batch
  1877    0x755  c9-0c2s5n1  compute        up       batch
  1878    0x756  c9-0c2s5n2  compute        up       batch
  1879    0x757  c9-0c2s5n3  compute        up       batch
  1880    0x758  c9-0c2s6n0  compute        up       batch
  1881    0x759  c9-0c2s6n1  compute        up       batch
  1882    0x75a  c9-0c2s6n2  compute        up       batch
  1883    0x75b  c9-0c2s6n3  compute        up       batch
  1884    0x75c  c9-0c2s7n0  compute        up       batch
  1885    0x75d  c9-0c2s7n1  compute        up       batch
  1886    0x75e  c9-0c2s7n2  compute        up       batch
  1887    0x75f  c9-0c2s7n3  compute        up       batch
  1888    0x760  c9-0c2s8n0  compute        up       batch
  1889    0x761  c9-0c2s8n1  compute        up       batch
  1890    0x762  c9-0c2s8n2  compute        up       batch
  1891    0x763  c9-0c2s8n3  compute        up       batch
  1892    0x764  c9-0c2s9n0  compute        up       batch
  1893    0x765  c9-0c2s9n1  compute        up       batch
  1894    0x766  c9-0c2s9n2  compute        up       batch
  1895    0x767  c9-0c2s9n3  compute        up       batch
  1896    0x768 c9-0c2s10n0  compute        up       batch
  1897    0x769 c9-0c2s10n1  compute        up       batch
  1898    0x76a c9-0c2s10n2  compute        up       batch
  1899    0x76b c9-0c2s10n3  compute        up       batch
  1900    0x76c c9-0c2s11n0  compute        up       batch
  1901    0x76d c9-0c2s11n1  compute        up       batch
  1902    0x76e c9-0c2s11n2  compute        up       batch
  1903    0x76f c9-0c2s11n3  compute        up       batch
  1904    0x770 c9-0c2s12n0  compute        up       batch
  1905    0x771 c9-0c2s12n1  compute        up       batch
  1906    0x772 c9-0c2s12n2  compute        up       batch
  1907    0x773 c9-0c2s12n3  compute        up       batch
  1908    0x774 c9-0c2s13n0  compute        up       batch
  1909    0x775 c9-0c2s13n1  compute        up       batch
  1910    0x776 c9-0c2s13n2  compute        up       batch
  1911    0x777 c9-0c2s13n3  compute        up       batch
  1912    0x778 c9-0c2s14n0  compute        up       batch
  1913    0x779 c9-0c2s14n1  compute        up       batch
  1914    0x77a c9-0c2s14n2  compute        up       batch
  1915    0x77b c9-0c2s14n3  compute        up       batch
  1916    0x77c c9-0c2s15n0  compute        up       batch
  1917    0x77d c9-0c2s15n1  compute        up       batch
  1918    0x77e c9-0c2s15n2  compute        up       batch
  1919    0x77f c9-0c2s15n3  compute        up       batch
  1920    0x780 c10-0c0s0n0  compute        up       batch
  1921    0x781 c10-0c0s0n1  compute        up       batch
  1922    0x782 c10-0c0s0n2  compute        up       batch
  1923    0x783 c10-0c0s0n3  compute        up       batch
  1924    0x784 c10-0c0s1n0  compute        up       batch
  1925    0x785 c10-0c0s1n1  compute        up       batch
  1926    0x786 c10-0c0s1n2  compute        up       batch
  1927    0x787 c10-0c0s1n3  compute        up       batch
  1928    0x788 c10-0c0s2n0  compute        up       batch
  1929    0x789 c10-0c0s2n1  compute        up       batch
  1930    0x78a c10-0c0s2n2  compute        up       batch
  1931    0x78b c10-0c0s2n3  compute        up       batch
  1932    0x78c c10-0c0s3n0  compute        up       batch
  1933    0x78d c10-0c0s3n1  compute        up       batch
  1934    0x78e c10-0c0s3n2  compute        up       batch
  1935    0x78f c10-0c0s3n3  compute        up       batch
  1937    0x791 c10-0c0s4n1  service        up       batch
  1938    0x792 c10-0c0s4n2  service        up       batch
  1940    0x794 c10-0c0s5n0  compute        up       batch
  1941    0x795 c10-0c0s5n1  compute        up       batch
  1942    0x796 c10-0c0s5n2  compute        up       batch
  1943    0x797 c10-0c0s5n3  compute        up       batch
  1944    0x798 c10-0c0s6n0  compute        up       batch
  1945    0x799 c10-0c0s6n1  compute        up       batch
  1946    0x79a c10-0c0s6n2  compute        up       batch
  1947    0x79b c10-0c0s6n3  compute        up       batch
  1948    0x79c c10-0c0s7n0  compute        up       batch
  1949    0x79d c10-0c0s7n1  compute        up       batch
  1950    0x79e c10-0c0s7n2  compute        up       batch
  1951    0x79f c10-0c0s7n3  compute        up       batch
  1952    0x7a0 c10-0c0s8n0  compute        up       batch
  1953    0x7a1 c10-0c0s8n1  compute        up       batch
  1954    0x7a2 c10-0c0s8n2  compute        up       batch
  1955    0x7a3 c10-0c0s8n3  compute        up       batch
  1956    0x7a4 c10-0c0s9n0  compute        up       batch
  1957    0x7a5 c10-0c0s9n1  compute        up       batch
  1958    0x7a6 c10-0c0s9n2  compute        up       batch
  1959    0x7a7 c10-0c0s9n3  compute        up       batch
  1960    0x7a8 c10-0c0s10n0  compute        up       batch
  1961    0x7a9 c10-0c0s10n1  compute        up       batch
  1962    0x7aa c10-0c0s10n2  compute        up       batch
  1963    0x7ab c10-0c0s10n3  compute        up       batch
  1964    0x7ac c10-0c0s11n0  compute        up       batch
  1965    0x7ad c10-0c0s11n1  compute        up       batch
  1966    0x7ae c10-0c0s11n2  compute        up       batch
  1967    0x7af c10-0c0s11n3  compute        up       batch
  1968    0x7b0 c10-0c0s12n0  compute        up       batch
  1969    0x7b1 c10-0c0s12n1  compute        up       batch
  1970    0x7b2 c10-0c0s12n2  compute        up       batch
  1971    0x7b3 c10-0c0s12n3  compute        up       batch
  1972    0x7b4 c10-0c0s13n0  compute        up       batch
  1973    0x7b5 c10-0c0s13n1  compute        up       batch
  1974    0x7b6 c10-0c0s13n2  compute        up       batch
  1975    0x7b7 c10-0c0s13n3  compute        up       batch
  1976    0x7b8 c10-0c0s14n0  compute        up       batch
  1977    0x7b9 c10-0c0s14n1  compute        up       batch
  1978    0x7ba c10-0c0s14n2  compute        up       batch
  1979    0x7bb c10-0c0s14n3  compute        up       batch
  1980    0x7bc c10-0c0s15n0  compute        up       batch
  1981    0x7bd c10-0c0s15n1  compute        up       batch
  1982    0x7be c10-0c0s15n2  compute        up       batch
  1983    0x7bf c10-0c0s15n3  compute        up       batch
  1984    0x7c0 c10-0c1s0n0  compute        up       batch
  1985    0x7c1 c10-0c1s0n1  compute        up       batch
  1986    0x7c2 c10-0c1s0n2  compute        up       batch
  1987    0x7c3 c10-0c1s0n3  compute        up       batch
  1988    0x7c4 c10-0c1s1n0  compute        up       batch
  1989    0x7c5 c10-0c1s1n1  compute        up       batch
  1990    0x7c6 c10-0c1s1n2  compute        up       batch
  1991    0x7c7 c10-0c1s1n3  compute        up       batch
  1992    0x7c8 c10-0c1s2n0  compute        up       batch
  1993    0x7c9 c10-0c1s2n1  compute        up       batch
  1994    0x7ca c10-0c1s2n2  compute        up       batch
  1995    0x7cb c10-0c1s2n3  compute        up       batch
  1997    0x7cd c10-0c1s3n1  service        up       batch
  1998    0x7ce c10-0c1s3n2  service        up       batch
  2001    0x7d1 c10-0c1s4n1  service        up       batch
  2002    0x7d2 c10-0c1s4n2  service        up       batch
  2004    0x7d4 c10-0c1s5n0  compute        up       batch
  2005    0x7d5 c10-0c1s5n1  compute        up       batch
  2006    0x7d6 c10-0c1s5n2  compute        up       batch
  2007    0x7d7 c10-0c1s5n3  compute        up       batch
  2008    0x7d8 c10-0c1s6n0  compute        up       batch
  2009    0x7d9 c10-0c1s6n1  compute        up       batch
  2010    0x7da c10-0c1s6n2  compute        up       batch
  2011    0x7db c10-0c1s6n3  compute        up       batch
  2012    0x7dc c10-0c1s7n0  compute        up       batch
  2013    0x7dd c10-0c1s7n1  compute        up       batch
  2014    0x7de c10-0c1s7n2  compute        up       batch
  2015    0x7df c10-0c1s7n3  compute        up       batch
  2016    0x7e0 c10-0c1s8n0  compute        up       batch
  2017    0x7e1 c10-0c1s8n1  compute        up       batch
  2018    0x7e2 c10-0c1s8n2  compute        up       batch
  2019    0x7e3 c10-0c1s8n3  compute        up       batch
  2020    0x7e4 c10-0c1s9n0  compute        up       batch
  2021    0x7e5 c10-0c1s9n1  compute        up       batch
  2022    0x7e6 c10-0c1s9n2  compute        up       batch
  2023    0x7e7 c10-0c1s9n3  compute        up       batch
  2024    0x7e8 c10-0c1s10n0  compute        up       batch
  2025    0x7e9 c10-0c1s10n1  compute        up       batch
  2026    0x7ea c10-0c1s10n2  compute        up       batch
  2027    0x7eb c10-0c1s10n3  compute        up       batch
  2028    0x7ec c10-0c1s11n0  compute        up       batch
  2029    0x7ed c10-0c1s11n1  compute        up       batch
  2030    0x7ee c10-0c1s11n2  compute        up       batch
  2031    0x7ef c10-0c1s11n3  compute        up       batch
  2032    0x7f0 c10-0c1s12n0  compute        up       batch
  2033    0x7f1 c10-0c1s12n1  compute        up       batch
  2034    0x7f2 c10-0c1s12n2  compute        up       batch
  2035    0x7f3 c10-0c1s12n3  compute        up       batch
  2036    0x7f4 c10-0c1s13n0  compute        up       batch
  2037    0x7f5 c10-0c1s13n1  compute        up       batch
  2038    0x7f6 c10-0c1s13n2  compute        up       batch
  2039    0x7f7 c10-0c1s13n3  compute        up       batch
  2040    0x7f8 c10-0c1s14n0  compute        up       batch
  2041    0x7f9 c10-0c1s14n1  compute        up       batch
  2042    0x7fa c10-0c1s14n2  compute        up       batch
  2043    0x7fb c10-0c1s14n3  compute        up       batch
  2044    0x7fc c10-0c1s15n0  compute        up       batch
  2045    0x7fd c10-0c1s15n1  compute        up       batch
  2046    0x7fe c10-0c1s15n2  compute        up       batch
  2047    0x7ff c10-0c1s15n3  compute        up       batch
  2048    0x800 c10-0c2s0n0  compute        up       batch
  2049    0x801 c10-0c2s0n1  compute        up       batch
  2050    0x802 c10-0c2s0n2  compute        up       batch
  2051    0x803 c10-0c2s0n3  compute        up       batch
  2052    0x804 c10-0c2s1n0  compute        up       batch
  2053    0x805 c10-0c2s1n1  compute        up       batch
  2054    0x806 c10-0c2s1n2  compute        up       batch
  2055    0x807 c10-0c2s1n3  compute        up       batch
  2056    0x808 c10-0c2s2n0  compute        up       batch
  2057    0x809 c10-0c2s2n1  compute        up       batch
  2058    0x80a c10-0c2s2n2  compute        up       batch
  2059    0x80b c10-0c2s2n3  compute        up       batch
  2061    0x80d c10-0c2s3n1  service        up       batch
  2062    0x80e c10-0c2s3n2  service        up       batch
  2065    0x811 c10-0c2s4n1  service        up       batch
  2066    0x812 c10-0c2s4n2  service        up       batch
  2068    0x814 c10-0c2s5n0  compute        up       batch
  2069    0x815 c10-0c2s5n1  compute        up       batch
  2070    0x816 c10-0c2s5n2  compute        up       batch
  2071    0x817 c10-0c2s5n3  compute        up       batch
  2072    0x818 c10-0c2s6n0  compute        up       batch
  2073    0x819 c10-0c2s6n1  compute        up       batch
  2074    0x81a c10-0c2s6n2  compute        up       batch
  2075    0x81b c10-0c2s6n3  compute        up       batch
  2076    0x81c c10-0c2s7n0  compute        up       batch
  2077    0x81d c10-0c2s7n1  compute        up       batch
  2078    0x81e c10-0c2s7n2  compute        up       batch
  2079    0x81f c10-0c2s7n3  compute        up       batch
  2080    0x820 c10-0c2s8n0  compute        up       batch
  2081    0x821 c10-0c2s8n1  compute        up       batch
  2082    0x822 c10-0c2s8n2  compute        up       batch
  2083    0x823 c10-0c2s8n3  compute        up       batch
  2084    0x824 c10-0c2s9n0  compute        up       batch
  2085    0x825 c10-0c2s9n1  compute        up       batch
  2086    0x826 c10-0c2s9n2  compute        up       batch
  2087    0x827 c10-0c2s9n3  compute        up       batch
  2088    0x828 c10-0c2s10n0  compute        up       batch
  2089    0x829 c10-0c2s10n1  compute        up       batch
  2090    0x82a c10-0c2s10n2  compute        up       batch
  2091    0x82b c10-0c2s10n3  compute        up       batch
  2092    0x82c c10-0c2s11n0  compute        up       batch
  2093    0x82d c10-0c2s11n1  compute        up       batch
  2094    0x82e c10-0c2s11n2  compute        up       batch
  2095    0x82f c10-0c2s11n3  compute        up       batch
  2096    0x830 c10-0c2s12n0  compute        up       batch
  2097    0x831 c10-0c2s12n1  compute        up       batch
  2098    0x832 c10-0c2s12n2  compute        up       batch
  2099    0x833 c10-0c2s12n3  compute        up       batch
  2100    0x834 c10-0c2s13n0  compute        up       batch
  2101    0x835 c10-0c2s13n1  compute        up       batch
  2102    0x836 c10-0c2s13n2  compute        up       batch
  2103    0x837 c10-0c2s13n3  compute        up       batch
  2104    0x838 c10-0c2s14n0  compute        up       batch
  2105    0x839 c10-0c2s14n1  compute        up       batch
  2106    0x83a c10-0c2s14n2  compute        up       batch
  2107    0x83b c10-0c2s14n3  compute        up       batch
  2108    0x83c c10-0c2s15n0  compute        up       batch
  2109    0x83d c10-0c2s15n1  compute        up       batch
  2110    0x83e c10-0c2s15n2  compute        up       batch
  2111    0x83f c10-0c2s15n3  compute        up       batch
  2112    0x840 c11-0c0s0n0  compute        up       batch
  2113    0x841 c11-0c0s0n1  compute        up       batch
  2114    0x842 c11-0c0s0n2  compute        up       batch
  2115    0x843 c11-0c0s0n3  compute        up       batch
  2116    0x844 c11-0c0s1n0  compute        up       batch
  2117    0x845 c11-0c0s1n1  compute        up       batch
  2118    0x846 c11-0c0s1n2  compute        up       batch
  2119    0x847 c11-0c0s1n3  compute        up       batch
  2120    0x848 c11-0c0s2n0  compute        up       batch
  2121    0x849 c11-0c0s2n1  compute        up       batch
  2122    0x84a c11-0c0s2n2  compute        up       batch
  2123    0x84b c11-0c0s2n3  compute        up       batch
  2124    0x84c c11-0c0s3n0  compute        up       batch
  2125    0x84d c11-0c0s3n1  compute        up       batch
  2126    0x84e c11-0c0s3n2  compute        up       batch
  2127    0x84f c11-0c0s3n3  compute        up       batch
  2128    0x850 c11-0c0s4n0  compute        up       batch
  2129    0x851 c11-0c0s4n1  compute        up       batch
  2130    0x852 c11-0c0s4n2  compute        up       batch
  2131    0x853 c11-0c0s4n3  compute        up       batch
  2132    0x854 c11-0c0s5n0  compute        up       batch
  2133    0x855 c11-0c0s5n1  compute        up       batch
  2134    0x856 c11-0c0s5n2  compute        up       batch
  2135    0x857 c11-0c0s5n3  compute        up       batch
  2136    0x858 c11-0c0s6n0  compute        up       batch
  2137    0x859 c11-0c0s6n1  compute        up       batch
  2138    0x85a c11-0c0s6n2  compute        up       batch
  2139    0x85b c11-0c0s6n3  compute        up       batch
  2140    0x85c c11-0c0s7n0  compute        up       batch
  2141    0x85d c11-0c0s7n1  compute        up       batch
  2142    0x85e c11-0c0s7n2  compute        up       batch
  2143    0x85f c11-0c0s7n3  compute        up       batch
  2144    0x860 c11-0c0s8n0  compute        up       batch
  2145    0x861 c11-0c0s8n1  compute        up       batch
  2146    0x862 c11-0c0s8n2  compute        up       batch
  2147    0x863 c11-0c0s8n3  compute        up       batch
  2148    0x864 c11-0c0s9n0  compute        up       batch
  2149    0x865 c11-0c0s9n1  compute        up       batch
  2150    0x866 c11-0c0s9n2  compute        up       batch
  2151    0x867 c11-0c0s9n3  compute        up       batch
  2152    0x868 c11-0c0s10n0  compute        up       batch
  2153    0x869 c11-0c0s10n1  compute        up       batch
  2154    0x86a c11-0c0s10n2  compute        up       batch
  2155    0x86b c11-0c0s10n3  compute        up       batch
  2156    0x86c c11-0c0s11n0  compute        up       batch
  2157    0x86d c11-0c0s11n1  compute        up       batch
  2158    0x86e c11-0c0s11n2  compute        up       batch
  2159    0x86f c11-0c0s11n3  compute        up       batch
  2160    0x870 c11-0c0s12n0  compute        up       batch
  2161    0x871 c11-0c0s12n1  compute        up       batch
  2162    0x872 c11-0c0s12n2  compute        up       batch
  2163    0x873 c11-0c0s12n3  compute        up       batch
  2164    0x874 c11-0c0s13n0  compute        up       batch
  2165    0x875 c11-0c0s13n1  compute        up       batch
  2166    0x876 c11-0c0s13n2  compute        up       batch
  2167    0x877 c11-0c0s13n3  compute        up       batch
  2168    0x878 c11-0c0s14n0  compute        up       batch
  2169    0x879 c11-0c0s14n1  compute        up       batch
  2170    0x87a c11-0c0s14n2  compute        up       batch
  2171    0x87b c11-0c0s14n3  compute        up       batch
  2172    0x87c c11-0c0s15n0  compute        up       batch
  2173    0x87d c11-0c0s15n1  compute        up       batch
  2174    0x87e c11-0c0s15n2  compute        up       batch
  2175    0x87f c11-0c0s15n3  compute        up       batch
  2176    0x880 c11-0c1s0n0  compute        up       batch
  2177    0x881 c11-0c1s0n1  compute        up       batch
  2178    0x882 c11-0c1s0n2  compute        up       batch
  2179    0x883 c11-0c1s0n3  compute        up       batch
  2180    0x884 c11-0c1s1n0  compute        up       batch
  2181    0x885 c11-0c1s1n1  compute        up       batch
  2182    0x886 c11-0c1s1n2  compute        up       batch
  2183    0x887 c11-0c1s1n3  compute        up       batch
  2184    0x888 c11-0c1s2n0  compute        up       batch
  2185    0x889 c11-0c1s2n1  compute        up       batch
  2186    0x88a c11-0c1s2n2  compute        up       batch
  2187    0x88b c11-0c1s2n3  compute        up       batch
  2188    0x88c c11-0c1s3n0  compute        up       batch
  2189    0x88d c11-0c1s3n1  compute        up       batch
  2190    0x88e c11-0c1s3n2  compute        up       batch
  2191    0x88f c11-0c1s3n3  compute        up       batch
  2192    0x890 c11-0c1s4n0  compute        up       batch
  2193    0x891 c11-0c1s4n1  compute        up       batch
  2194    0x892 c11-0c1s4n2  compute        up       batch
  2195    0x893 c11-0c1s4n3  compute        up       batch
  2196    0x894 c11-0c1s5n0  compute        up       batch
  2197    0x895 c11-0c1s5n1  compute        up       batch
  2198    0x896 c11-0c1s5n2  compute        up       batch
  2199    0x897 c11-0c1s5n3  compute        up       batch
  2200    0x898 c11-0c1s6n0  compute        up       batch
  2201    0x899 c11-0c1s6n1  compute        up       batch
  2202    0x89a c11-0c1s6n2  compute        up       batch
  2203    0x89b c11-0c1s6n3  compute        up       batch
  2204    0x89c c11-0c1s7n0  compute        up       batch
  2205    0x89d c11-0c1s7n1  compute        up       batch
  2206    0x89e c11-0c1s7n2  compute        up       batch
  2207    0x89f c11-0c1s7n3  compute        up       batch
  2208    0x8a0 c11-0c1s8n0  compute        up       batch
  2209    0x8a1 c11-0c1s8n1  compute        up       batch
  2210    0x8a2 c11-0c1s8n2  compute        up       batch
  2211    0x8a3 c11-0c1s8n3  compute        up       batch
  2212    0x8a4 c11-0c1s9n0  compute        up       batch
  2213    0x8a5 c11-0c1s9n1  compute        up       batch
  2214    0x8a6 c11-0c1s9n2  compute        up       batch
  2215    0x8a7 c11-0c1s9n3  compute        up       batch
  2216    0x8a8 c11-0c1s10n0  compute        up       batch
  2217    0x8a9 c11-0c1s10n1  compute        up       batch
  2218    0x8aa c11-0c1s10n2  compute        up       batch
  2219    0x8ab c11-0c1s10n3  compute        up       batch
  2220    0x8ac c11-0c1s11n0  compute        up       batch
  2221    0x8ad c11-0c1s11n1  compute        up       batch
  2222    0x8ae c11-0c1s11n2  compute        up       batch
  2223    0x8af c11-0c1s11n3  compute        up       batch
  2224    0x8b0 c11-0c1s12n0  compute        up       batch
  2225    0x8b1 c11-0c1s12n1  compute        up       batch
  2226    0x8b2 c11-0c1s12n2  compute        up       batch
  2227    0x8b3 c11-0c1s12n3  compute        up       batch
  2228    0x8b4 c11-0c1s13n0  compute        up       batch
  2229    0x8b5 c11-0c1s13n1  compute        up       batch
  2230    0x8b6 c11-0c1s13n2  compute        up       batch
  2231    0x8b7 c11-0c1s13n3  compute        up       batch
  2232    0x8b8 c11-0c1s14n0  compute        up       batch
  2233    0x8b9 c11-0c1s14n1  compute        up       batch
  2234    0x8ba c11-0c1s14n2  compute        up       batch
  2235    0x8bb c11-0c1s14n3  compute        up       batch
  2236    0x8bc c11-0c1s15n0  compute        up       batch
  2237    0x8bd c11-0c1s15n1  compute        up       batch
  2238    0x8be c11-0c1s15n2  compute        up       batch
  2239    0x8bf c11-0c1s15n3  compute        up       batch
  2240    0x8c0 c11-0c2s0n0  compute        up       batch
  2241    0x8c1 c11-0c2s0n1  compute        up       batch
  2242    0x8c2 c11-0c2s0n2  compute        up       batch
  2243    0x8c3 c11-0c2s0n3  compute        up       batch
  2244    0x8c4 c11-0c2s1n0  compute        up       batch
  2245    0x8c5 c11-0c2s1n1  compute        up       batch
  2246    0x8c6 c11-0c2s1n2  compute        up       batch
  2247    0x8c7 c11-0c2s1n3  compute        up       batch
  2248    0x8c8 c11-0c2s2n0  compute        up       batch
  2249    0x8c9 c11-0c2s2n1  compute        up       batch
  2250    0x8ca c11-0c2s2n2  compute        up       batch
  2251    0x8cb c11-0c2s2n3  compute        up       batch
  2252    0x8cc c11-0c2s3n0  compute        up       batch
  2253    0x8cd c11-0c2s3n1  compute        up       batch
  2254    0x8ce c11-0c2s3n2  compute        up       batch
  2255    0x8cf c11-0c2s3n3  compute        up       batch
  2256    0x8d0 c11-0c2s4n0  compute        up       batch
  2257    0x8d1 c11-0c2s4n1  compute        up       batch
  2258    0x8d2 c11-0c2s4n2  compute        up       batch
  2259    0x8d3 c11-0c2s4n3  compute        up       batch
  2260    0x8d4 c11-0c2s5n0  compute        up       batch
  2261    0x8d5 c11-0c2s5n1  compute        up       batch
  2262    0x8d6 c11-0c2s5n2  compute        up       batch
  2263    0x8d7 c11-0c2s5n3  compute        up       batch
  2264    0x8d8 c11-0c2s6n0  compute        up       batch
  2265    0x8d9 c11-0c2s6n1  compute        up       batch
  2266    0x8da c11-0c2s6n2  compute        up       batch
  2267    0x8db c11-0c2s6n3  compute        up       batch
  2268    0x8dc c11-0c2s7n0  compute        up       batch
  2269    0x8dd c11-0c2s7n1  compute        up       batch
  2270    0x8de c11-0c2s7n2  compute        up       batch
  2271    0x8df c11-0c2s7n3  compute        up       batch
  2272    0x8e0 c11-0c2s8n0  compute        up       batch
  2273    0x8e1 c11-0c2s8n1  compute        up       batch
  2274    0x8e2 c11-0c2s8n2  compute        up       batch
  2275    0x8e3 c11-0c2s8n3  compute        up       batch
  2276    0x8e4 c11-0c2s9n0  compute        up       batch
  2277    0x8e5 c11-0c2s9n1  compute        up       batch
  2278    0x8e6 c11-0c2s9n2  compute        up       batch
  2279    0x8e7 c11-0c2s9n3  compute        up       batch
  2280    0x8e8 c11-0c2s10n0  compute        up       batch
  2281    0x8e9 c11-0c2s10n1  compute        up       batch
  2282    0x8ea c11-0c2s10n2  compute        up       batch
  2283    0x8eb c11-0c2s10n3  compute        up       batch
